-10.000000	1.000000	0.000000	100000.000000	374.165739	0.000000
-9.900000	1.000000	0.000000	100000.000000	374.165739	0.000000
-9.800000	1.000000	0.000000	100000.000000	374.165739	0.000000
-9.700000	1.000000	0.000000	100000.000000	374.165739	0.000000
-9.600000	1.000000	0.000000	100000.000000	374.165739	0.000000
-9.500000	1.000000	0.000000	100000.000000	374.165739	0.000000
-9.400000	1.000000	0.000000	100000.000000	374.165739	0.000000
-9.300000	1.000000	0.000000	100000.000000	374.165739	0.000000
-9.200000	1.000000	0.000000	100000.000000	374.165739	0.000000
-9.100000	1.000000	0.000000	100000.000000	374.165739	0.000000
-9.000000	1.000000	0.000000	100000.000000	374.165739	0.000000
-8.900000	1.000000	0.000000	100000.000000	374.165739	0.000000
-8.800000	1.000000	0.000000	100000.000000	374.165739	0.000000
-8.700000	1.000000	0.000000	100000.000000	374.165739	0.000000
-8.600000	1.000000	0.000000	100000.000000	374.165739	0.000000
-8.500000	1.000000	0.000000	100000.000000	374.165739	0.000000
-8.400000	1.000000	0.000000	100000.000000	374.165739	0.000000
-8.300000	1.000000	0.000000	100000.000000	374.165739	0.000000
-8.200000	1.000000	0.000000	100000.000000	374.165739	0.000000
-8.100000	1.000000	0.000000	100000.000000	374.165739	0.000000
-8.000000	1.000000	0.000000	99999.999999	374.165739	0.000000
-7.900000	1.000000	0.000000	99999.999998	374.165739	0.000000
-7.800000	1.000000	0.000000	99999.999995	374.165739	0.000000
-7.700000	1.000000	0.000000	99999.999988	374.165739	0.000000
-7.600000	1.000000	0.000000	99999.999971	374.165739	0.000000
-7.500000	1.000000	0.000000	99999.999929	374.165739	0.000000
-7.400000	1.000000	0.000000	99999.999831	374.165739	0.000000
-7.300000	1.000000	0.000001	99999.999604	374.165738	0.000000
-7.200000	1.000000	0.000002	99999.999093	374.165738	0.000000
-7.100000	1.000000	0.000005	99999.997961	374.165738	0.000000
-7.000000	1.000000	0.000012	99999.995498	374.165736	0.000000
-6.900000	1.000000	0.000026	99999.990248	374.165733	0.000000
-6.800000	1.000000	0.000055	99999.979273	374.165728	0.000000
-6.700000	1.000000	0.000115	99999.956786	374.165716	0.000000
-6.600000	0.999999	0.000236	99999.911638	374.165691	0.000001
-6.500000	0.999999	0.000473	99999.822833	374.165644	0.000001
-6.400000	0.999998	0.000931	99999.651745	374.165553	0.000002
-6.300000	0.999995	0.001793	99999.329003	374.165380	0.000005
-6.200000	0.999991	0.003386	99998.733039	374.165061	0.000009
-6.100000	0.999983	0.006264	99997.656127	374.164486	0.000017
-6.000000	0.999970	0.011352	99995.752437	374.163468	0.000030
-5.900000	0.999946	0.020148	99992.461497	374.161709	0.000054
-5.800000	0.999906	0.035013	99986.899909	374.158736	0.000094
-5.700000	0.999841	0.059564	99977.715014	374.153827	0.000159
-5.600000	0.999735	0.099176	99962.897192	374.145906	0.000265
-5.500000	0.999568	0.161589	99939.553594	374.133426	0.000432
-5.400000	0.999312	0.257591	99903.655798	374.114233	0.000689
-5.300000	0.998927	0.401707	99849.786800	374.085426	0.001074
-5.200000	0.998363	0.612796	99770.927012	374.043241	0.001638
-5.100000	0.997558	0.914428	99658.331149	373.982979	0.002445
-5.000000	0.996436	1.334891	99501.552893	373.899007	0.003570
-4.900000	0.994911	1.906711	99288.667152	373.784858	0.005101
-4.800000	0.992890	2.665620	99006.717234	373.633444	0.007134
-4.700000	0.990275	3.648977	98642.377650	373.437369	0.009771
-4.600000	0.986972	4.893801	98182.779175	373.189333	0.013113
-4.500000	0.982894	6.434602	97616.402577	372.882558	0.017256
-4.400000	0.977969	8.301310	96933.923597	372.511201	0.022285
-4.300000	0.972145	10.517566	96128.892948	372.070688	0.028268
-4.200000	0.965392	13.099568	95198.162327	371.557938	0.035256
-4.100000	0.957702	16.055587	94142.013218	370.971450	0.043280
-4.000000	0.949093	19.386148	92963.996660	370.311260	0.052351
-3.900000	0.939602	23.084742	91670.535632	369.578791	0.062462
-3.800000	0.929280	27.138933	90270.368325	368.776630	0.073592
-3.700000	0.918194	31.531662	88773.917550	367.908267	0.085705
-3.600000	0.906418	36.242578	87192.662242	366.977827	0.098760
-3.500000	0.894030	41.249285	85538.567721	365.989826	0.112706
-3.400000	0.881110	46.528412	83823.609005	364.948958	0.127493
-3.300000	0.867737	52.056473	82059.401106	363.859929	0.143067
-3.200000	0.853985	57.810513	80256.934760	362.727329	0.159377
-3.100000	0.839925	63.768558	78426.406176	361.555546	0.176373
-3.000000	0.825622	69.909897	76577.124513	360.348710	0.194006
-2.900000	0.811136	76.215224	74717.479575	359.110672	0.212233
-2.800000	0.796521	82.666687	72854.953424	357.844987	0.231013
-2.700000	0.781826	89.247850	70996.161957	356.554930	0.250306
-2.600000	0.767094	95.943615	69146.915323	355.243510	0.270078
-2.500000	0.752364	102.740101	67312.288765	353.913492	0.290297
-2.400000	0.737672	109.624506	65496.697834	352.567427	0.310932
-2.300000	0.723047	116.584956	63703.973895	351.207683	0.331954
-2.200000	0.708518	123.610344	61937.437305	349.836473	0.353337
-2.100000	0.694111	130.690171	60199.966791	348.455890	0.375055
-2.000000	0.679846	137.814378	58494.064349	347.067939	0.397082
-1.900000	0.665747	144.973179	56821.915540	345.674569	0.419392
-1.800000	0.651831	152.156889	55185.445422	344.277707	0.441960
-1.700000	0.638116	159.355740	53586.370601	342.879293	0.464758
-1.600000	0.624621	166.559693	52026.248019	341.481319	0.487756
-1.500000	0.611362	173.758233	50506.521142	340.085867	0.510925
-1.400000	0.598355	180.940142	49028.564225	338.695152	0.534227
