0.000000	0.000000	200.000000
0.000000	0.001000	200.000000
0.000000	0.002000	200.000000
0.000000	0.003000	200.000000
0.000000	0.004000	200.000000
0.000000	0.005000	200.000000
0.000000	0.006000	200.000000
0.000000	0.007000	200.000000
0.000000	0.008000	200.000000
0.000000	0.009000	200.000000
0.000000	0.010000	200.000000
0.000000	0.011000	200.000000
0.000000	0.012000	200.000000
0.000000	0.013000	200.000000
0.000000	0.014000	200.000000
0.000000	0.015000	200.000000
0.000000	0.016000	200.000000
0.000000	0.017000	200.000000
0.000000	0.018000	200.000000
0.000000	0.019000	200.000000
0.000000	0.020000	200.000000
0.000000	0.021000	200.000000
0.000000	0.022000	200.000000
0.000000	0.023000	200.000000
0.000000	0.024000	200.000000
0.000000	0.025000	200.000000
0.000000	0.026000	200.000000
0.000000	0.027000	200.000000
0.000000	0.028000	200.000000
0.000000	0.029000	200.000000
0.000000	0.030000	200.000000
0.000000	0.031000	200.000000
0.000000	0.032000	200.000000
0.000000	0.033000	200.000000
0.000000	0.034000	200.000000
0.000000	0.035000	200.000000
0.000000	0.036000	200.000000
0.000000	0.037000	200.000000
0.000000	0.038000	200.000000
0.000000	0.039000	200.000000
0.000000	0.040000	200.000000
0.000000	0.041000	200.000000
0.000000	0.042000	200.000000
0.000000	0.043000	200.000000
0.000000	0.044000	200.000000
0.000000	0.045000	200.000000
0.000000	0.046000	200.000000
0.000000	0.047000	200.000000
0.000000	0.048000	200.000000
0.000000	0.049000	200.000000
0.000000	0.050000	200.000000
0.000000	0.051000	200.000000
0.000000	0.052000	200.000000
0.000000	0.053000	200.000000
0.000000	0.054000	200.000000
0.000000	0.055000	200.000000
0.000000	0.056000	200.000000
0.000000	0.057000	200.000000
0.000000	0.058000	200.000000
0.000000	0.059000	200.000000
0.000000	0.060000	200.000000
0.000000	0.061000	200.000000
0.000000	0.062000	200.000000
0.000000	0.063000	200.000000
0.000000	0.064000	200.000000
0.000000	0.065000	200.000000
0.000000	0.066000	200.000000
0.000000	0.067000	200.000000
0.000000	0.068000	200.000000
0.000000	0.069000	200.000000
0.000000	0.070000	200.000000
0.000000	0.071000	200.000000
0.000000	0.072000	200.000000
0.000000	0.073000	200.000000
0.000000	0.074000	200.000000
0.000000	0.075000	200.000000
0.000000	0.076000	200.000000
0.000000	0.077000	200.000000
0.000000	0.078000	200.000000
0.000000	0.079000	200.000000
0.000000	0.080000	200.000000
0.000000	0.081000	200.000000
0.000000	0.082000	200.000000
0.000000	0.083000	200.000000
0.000000	0.084000	200.000000
0.000000	0.085000	200.000000
0.000000	0.086000	200.000000
0.000000	0.087000	200.000000
0.000000	0.088000	200.000000
0.000000	0.089000	200.000000
0.000000	0.090000	200.000000
0.000000	0.091000	200.000000
0.000000	0.092000	200.000000
0.000000	0.093000	200.000000
0.000000	0.094000	200.000000
0.000000	0.095000	200.000000
0.000000	0.096000	200.000000
0.000000	0.097000	200.000000
0.000000	0.098000	200.000000
0.000000	0.099000	200.000000
0.000000	0.100000	200.000000

0.001000	0.000000	100.000000
0.001000	0.001000	149.999786
0.001000	0.002000	169.764832
0.001000	0.003000	179.060394
0.001000	0.004000	184.149445
0.001000	0.005000	187.285980
0.001000	0.006000	189.395111
0.001000	0.007000	190.906174
0.001000	0.008000	192.040665
0.001000	0.009000	192.923279
0.001000	0.010000	193.629272
0.001000	0.011000	194.206635
0.001000	0.012000	194.687439
0.001000	0.013000	195.093857
0.001000	0.014000	195.441772
0.001000	0.015000	195.742828
0.001000	0.016000	196.005722
