-1.000000	-1.000000
-0.979798	-1.000000
-0.959596	-1.000000
-0.939394	-1.000000
-0.919192	-1.000000
-0.898990	-1.000000
-0.878788	-1.000000
-0.858586	-1.000000
-0.838384	-1.000000
-0.818182	-1.000000
-0.797980	-1.000000
-0.777778	-1.000000
-0.757576	-1.000000
-0.737374	-1.000000
-0.717172	-1.000000
-0.696970	-1.000000
-0.676768	-1.000000
-0.656566	-1.000000
-0.636364	-1.000000
-0.616162	-1.000000
-0.595960	-1.000000
-0.575758	-1.000000
-0.555556	-1.000000
-0.535354	-1.000000
-0.515152	-1.000000
-0.494950	-1.000000
-0.474747	-1.000000
-0.454545	-1.000000
-0.434343	-1.000000
-0.414141	-1.000000
-0.393939	-1.000000
-0.373737	-1.000000
-0.353535	-1.000000
-0.333333	-1.000000
-0.313131	-0.999999
-0.292929	-0.999986
-0.272727	-0.999905
-0.252525	-0.999521
-0.232323	-0.998088
-0.212121	-0.993707
-0.191919	-0.982444
-0.171717	-0.957570
-0.151515	-0.909665
-0.131313	-0.828226
-0.111111	-0.704835
-0.090909	-0.536885
-0.070707	-0.330177
-0.050505	-0.098861
-0.030303	0.137595
-0.010101	0.359272
0.010101	0.550523
0.030303	0.702816
0.050505	0.815032
0.070707	0.891712
0.090909	0.940398
0.111111	0.969167
0.131313	0.985011
0.151515	0.993153
0.171717	0.997061
0.191919	0.998815
0.212121	0.999551
0.232323	0.999840
0.252525	0.999947
0.272727	0.999983
0.292929	0.999995
0.313131	0.999999
0.333333	1.000000
0.353535	0.999999
0.373737	0.999986
0.393939	0.999905
0.414141	0.999521
0.434343	0.998088
0.454545	0.993707
0.474747	0.982444
0.494949	0.957570
0.515152	0.909665
0.535354	0.828226
0.555556	0.704835
0.575758	0.536885
0.595960	0.330177
0.616162	0.098861
0.636364	-0.137595
0.656566	-0.359272
0.676768	-0.550523
0.696970	-0.702816
0.717172	-0.815032
0.737374	-0.891712
0.757576	-0.940398
0.777778	-0.969167
0.797980	-0.985011
0.818182	-0.993153
0.838384	-0.997061
0.858586	-0.998815
0.878788	-0.999551
0.898990	-0.999840
0.919192	-0.999947
0.939394	-0.999983
0.959596	-0.999995
0.979798	-0.999999
1.000000	-1.000000
